Dist.Name,Latitude,Longitude,School Name,Address,ZIP,Dist.Code,Enroll,Free,% Free,Reduced,% Reduced,Eligible,% Eligible,County,Accuracy Score,Latitude,Longitude,Accuracy Score
Rsu 80/Msad 4,,,Piscataquis Community Elementary School,"25 Campus Dr, Guilford, ME  04443",4443,1198,390,257,65.9,34,8.72,291,74.62,Piscataquis,0,45.17344,-69.39287,0.33
Rsu 80/Msad 4,,,Piscataquis Community Secondary School,"9 Campus Dr, Guilford, ME  04443",4443,1198,306,159,51.96,28,9.15,187,61.11,Piscataquis,0,45.17344,-69.39287,0.33
Rsu 22/Msad 22,,,Earl C Mcgraw School,"20 Main Rd N, Hampden, ME  04444",4444,1216,320,62,19.38,15,4.69,77,24.06,Penobscot,0,44.741706,-68.838203,1
Rsu 22/Msad 22,,,George B Weatherbee School,"22 Main Rd N, Hampden, ME  04444",4444,1216,373,61,16.35,27,7.24,88,23.59,Penobscot,0,44.741389,-68.83824033,1
Rsu 22/Msad 22,,,Newburgh Elementary School,"2220 Western Ave, Newburgh, ME  04444",4444,1216,14,10,71.43,0,0,10,71.43,Penobscot,0,44.72922888,-68.97898288,1
Rsu 22/Msad 22,,,Reeds Brook Middle School,"28a Main Rd N, Hampden, ME  04444",4444,1216,360,66,18.33,25,6.94,91,25.28,Penobscot,0,44.742384,-68.838104,1
Rsu 31/Msad 31,,,Hichborn Middle School,"23 Cross St, Howland, ME  04448",4448,1225,113,54,47.79,15,13.27,69,61.06,Penobscot,0,45.24581542,-68.66110467,1
Lee Academy,,,Lee Academy,"26 Winn Rd, Lee, ME  04455",4455,1356,267,86,32.21,22,8.24,108,40.45,Penobscot,0,45.361333,-68.285879,1
Rsu 30/Msad 30,,,Mt Jefferson Jr High School,"61 Winn Rd, Lee, ME  04455",4455,1224,91,47,51.65,14,15.38,61,67.03,Penobscot,0,45.36535575,-68.28310975,1
Rsu 87/Msad 23,,,Suzanne M Smith Elementary School,"169 S. Levant Rd, Levant, ME  04456",4456,1217,248,84,33.87,31,12.5,115,46.37,Penobscot,0,44.859539,-69.001329,1
Rsu 67,,,Ella P Burr School,"23 Burr School Dr, Lincoln, ME  04457",4457,3175,420,252,60,37,8.81,289,68.81,Penobscot,0,45.366794,-68.49299,0.33
Rsu 67,,,Mattanawcook Academy,"33 Reed Dr, Lincoln, ME  04457",4457,3175,360,155,43.06,28,7.78,183,50.83,Penobscot,0,45.366794,-68.49299,0.33
Rsu 67,,,Mattanawcook Jr High School,"45 School St, Lincoln, ME  04457",4457,3175,322,174,54.04,28,8.7,202,62.73,Penobscot,0,45.366794,-68.49299,0.33
Medway School Department,,,Medway Middle School,"25 Middle School Dr, Medway, ME  04460",4460,1105,129,65,50.39,14,10.85,79,61.24,Penobscot,0,45.618608,-68.543602,0.33
Milford School Department,,,Dr Lewis S Libby School,"13 School St, Milford, ME  04461",4461,1106,330,159,48.18,35,10.61,194,58.79,Penobscot,0,44.95124,-68.63333,0.33
Rsu 41/Msad 41,,,Milo Elementary School,"18 Belmont St, Milo, ME  04463",4463,1235,270,210,77.78,25,9.26,235,87.04,Piscataquis,0,45.25175481,-68.98006595,1
Rsu 41/Msad 41,,,Penquis Valley High School,"48 Penquis Dr, Milo, ME  04463",4463,1235,350,237,67.71,37,10.57,274,78.29,Piscataquis,0,45.244612,-68.975988,0.33
Millinocket School Department,,,Stearns High School,"199 State St, Millinocket, ME  04468",4468,1107,277,131,47.29,23,8.3,154,55.6,Penobscot,0,45.040655,-68.722962,0.22
Rsu 34 Old Town/ Alton/ Bradley,,,Alton Elementary School,"22 Ellis Ln, Alton, ME  04468",4468,3172,61,25,40.98,5,8.2,30,49.18,Penobscot,0,45.04520631,-68.73308514,1
Rsu 34 Old Town/ Alton/ Bradley,,,Leonard Middle School,"156 Oak St, Old Town, ME  04468",4468,3172,310,145,46.77,29,9.35,174,56.13,Penobscot,0,44.93229483,-68.65332499,0.8
Rsu 64/Msad 64,,,Hudson Elementary School,"2150 Hudson Rd, Hudson, ME  04469",4469,1258,73,26,35.62,12,16.44,38,52.05,Penobscot,0,44.901059,-68.668317,0.22
Rsu 26 Orono,,,Asa C Adams School,"6 Goodridge Rd, Orono, ME  04473",4473,3171,261,73,27.97,8,3.07,81,31.03,Penobscot,0,44.880238,-68.677619,1
Rsu 26 Orono,,,Orono High School,"14 Goodridge Rd, Orono, ME  04473",4473,3171,356,87,24.44,16,4.49,103,28.93,Penobscot,0,44.8803373,-68.67757813,1
Rsu 26 Orono,,,Orono Middle School,"14 Goodridge Rd, Orono, ME  04473",4473,3171,156,39,25,9,5.77,48,30.77,Penobscot,0,44.8803373,-68.67757813,1
Orrington School Department,,,Center Drive School,"17 School St, Orrington, ME  04474",4474,1124,402,86,21.39,16,3.98,102,25.37,Penobscot,0,44.73118,-68.82643,0.33
Rsu 30/Msad 30,,,Edith A Lombard School (New),"883 Main St, Springfield, ME  04487",4487,1224,23,15,65.22,0,0,15,65.22,Penobscot,0,45.39412951,-68.14819426,1
N F I North,,,N.F.I. Stetson,"160 Lapoint Rd, Stetson, ME 04488",4488,5099,8,6,75,0,0,6,75,Washington,0,44.87697454,-69.08844524,1
Rsu 30/Msad 30,,,Lee/Winn School,"1009 Maine 168, Winn, ME  04495",4495,1224,94,53,56.38,19,20.21,72,76.6,Penobscot,0,45.48561,-68.37224,0.33
Rsu 22/Msad 22,,,Leroy H Smith School,"319 S Main St, Winterport, ME  04496",4496,1216,325,167,51.38,22,6.77,189,58.15,Waldo,0,44.63356909,-68.84837579,0.8
Rsu 22/Msad 22,,,Samuel L Wagner Middle School,"54 Mountainview Dr, Winterport, ME  04496",4496,1216,223,87,39.01,14,6.28,101,45.29,Waldo,0,44.63179071,-68.85919246,1
N F I North,,,N.F.I. Oliver Place,"55 Oliver St, Bath, ME  04530",4530,5099,5,5,100,0,0,5,100,Sagadahoc,0,43.92607733,-69.81567467,1
Rsu 01 - Lower Kennebec Rsu,,,Bath Middle School,"6 Old Brunswick Rd, Bath, ME  04530",4530,3152,363,195,53.72,26,7.16,221,60.88,Sagadahoc,0,43.867892,-69.826495,0.33
Rsu 01 - Lower Kennebec Rsu,,,Dike-Newell School,"3 Wright Dr, Bath, ME  04530",4530,3152,345,202,58.55,21,6.09,223,64.64,Sagadahoc,0,43.92214845,-69.81993596,1
Rsu 01 - Lower Kennebec Rsu,,,Fisher-Mitchell School,"597 High St, Bath, ME  04530",4530,3152,232,144,62.07,19,8.19,163,70.26,Sagadahoc,0,43.907133,-69.820366,1
Boothbay-Boothbay Hbr Csd,,,Boothbay Region Elem School,"238 Townsend Ave, Boothbay Harbor, ME  04538",4538,1281,401,152,37.91,32,7.98,184,45.89,Lincoln,0,43.86669019,-69.62929277,1
Boothbay-Boothbay Hbr Csd,,,Boothbay Region High School,"236 Townsend Ave, Boothbay Harbor, ME  04538",4538,1281,214,77,35.98,12,5.61,89,41.59,Lincoln,0,43.86678265,-69.62933258,1
Aos 93 Central Lincoln County School System,,,Great Salt Bay Community School,"559 Main St, Damariscotta, ME  04543",4543,3178,450,138,30.67,21,4.67,159,35.33,Lincoln,0,44.04058048,-69.51030994,1
Edgecomb School Department,,,Edgecomb Eddy School,"157 Boothbay Rd, Edgecomb, ME  04556",4556,1055,82,30,36.59,4,4.88,34,41.46,Lincoln,0,45.925148,-70.401007,1
Rsu 13,,,Gilford Butler School,"Gilford Butler School, Maine  04563",4563,3161,88,30,34.09,5,5.68,35,39.77,Knox,0,44.02301,-69.255572,0.67
Rsu 40/Msad 40,,,Medomak Middle School,"318 Manktown Rd, Waldoboro, ME  04572",4572,1234,280,139,49.64,25,8.93,164,58.57,Lincoln,0,44.12392567,-69.30693,1
Rsu 40/Msad 40,,,Medomak Valley High School,"320 Maktown Rd, Waldoboro, ME  04572",4572,1234,550,208,37.82,44,8,252,45.82,Lincoln,0,44.09193,-69.37873,0.33
Rsu 40/Msad 40,,,Miller School,"145 Kalers Cr St, Waldoboro, ME  04572",4572,1234,299,183,61.2,21,7.02,204,68.23,Lincoln,0,44.09193,-69.37873,0.33
Rsu 40/Msad 40,,,Prescott Memorial School,"100 Waldoboro Rd, Washington, ME  04574",4574,1234,95,46,48.42,7,7.37,53,55.79,Knox,0,44.27110587,-69.37112054,1
Rsu 01 - Lower Kennebec Rsu,,,Woolwich Central School,"137 Nequasset Road, Woolwich, ME 04579",4579,3152,368,143,38.86,16,4.35,159,43.21,Sagadahoc,0,43.9398925,-69.7821815,1
Kids Peace New England,,,Kids Peace New England,"16 Kidspeace Way, Ellsworth, ME  04605",4605,1339,28,21,75,1,3.57,22,78.57,Hancock,0,44.58992548,-68.43501808,1
Otis School Department,,,Beech Hill School - Otis,"150 Otis Rd, Otis, ME  04605",4605,1125,92,32,34.78,9,9.78,41,44.57,Hancock,0,44.67177835,-68.42679842,1
Rsu 24,,,Lamoine Consolidated School,"53 Lamoine Beach Rd, Lamoine, ME  04605",4605,3169,103,39,37.86,3,2.91,42,40.78,Hancock,0,44.47858836,-68.34288918,1
Rsu 37/Msad 37,,,Daniel W Merritt School,"518 Indian River Rd, Addison, ME  04605",4605,1231,141,76,53.9,10,7.09,86,60.99,Washington,0,44.477935,-68.356311,0.22
Bar Harbor School Department,,,Conners-Emerson School,"11 Eagle Lake Rd, Bar Harbor, ME  04609",4609,1012,388,55,14.18,16,4.12,71,18.3,Hancock,0,44.38677517,-68.21601217,1
Mount Desert (High School),,,Mt Desert Island High School,"1081 Eagle Lake Rd, Bar Harbor, ME  04609",4609,1283,532,108,20.3,32,6.02,140,26.32,Hancock,0,44.36940686,-68.29919063,0.8
Beals School Department,,,Beals Elementary School,"24 Mill Pond Rd, Beals, ME  04611",4611,1014,56,29,51.79,6,10.71,35,62.5,Washington,0,44.51758875,-67.61308925,1
Blue Hill School Department,,,Blue Hill Consolidated School,"60 High St, Blue Hill, ME  04614",4614,1017,243,73,30.04,10,4.12,83,34.16,Hancock,0,44.41487781,-68.59007481,1
Brooklin School Department,44.258121,-68.567404,Brooklin School,"Brooklin School, Brooklin, ME  04616",4616,1024,65,27,41.54,4,6.15,31,47.69,Hancock,0.67,45.076076,-93.332728,0.6
Calais School Department,,,Calais Elementary School,"53 Garfield St, Calais, ME  04619",4619,1028,278,164,58.99,18,6.47,182,65.47,Washington,0,45.18044869,-67.28311438,1
Calais School Department,,,Calais Middle/High School,"34 Blue Devil Hill, Calais, ME  04619",4619,1028,280,128,45.71,26,9.29,154,55,Washington,0,45.18896,-67.2786,0.33
Cutler School Department,,,Bay Ridge Elementary,"2066 Cutler Rd, Cutler, ME  04626",4626,3136,53,17,32.08,6,11.32,23,43.4,Washington,0,44.669495,-67.25299271,1
Deer Isle-Stonington Csd,,,Deer Isle-Stonington Elementary Sch,"249 N. Deer Isle Rd, Deer Isle, ME  04627",4627,1289,220,114,51.82,36,16.36,150,68.18,Hancock,0,44.27294989,-68.67271933,1
Deer Isle-Stonington Csd,,,Deer Isle-Stonington High Sch,"251 N. Deer Isle Rd, Deer Isle, ME  04627",4627,1289,109,47,43.12,8,7.34,55,50.46,Hancock,0,44.27292811,-68.67271939,1
East Machias School Department,,,Elm Street School-East Machias,"38 Jacksonville Rd, East Machias, ME  04630",4630,3129,157,60,38.22,24,15.29,84,53.5,Washington,0,44.82996982,-67.41797247,1
Eastport School Department,,,Shead High School,"89 High St, Eastport, ME  04631",4631,1054,110,61,55.45,1,0.91,62,56.36,Washington,0,44.91184211,-66.99182703,1
Rsu 24,,,Cave Hill School,"1205 Eastbrook Rd, Franklkn, ME  04634",4634,3169,86,45,52.33,12,13.95,57,66.28,Hancock,0,44.68538725,-68.285009,0.8
Rsu 37/Msad 37,,,Narraguagus High School,"1611 Main St, Harrington, ME  04643",4643,1231,204,94,46.08,22,10.78,116,56.86,Washington,0,44.606549,-67.9061715,1
Rsu 85/Msad 19,,,Lubec Consolidated School,"44 South St, Lubec, ME  04652",4652,1213,91,65,71.43,10,10.99,75,82.42,Washington,0,44.855961,-66.9881202,1
Tremont School Department,,,Tremont Consolidated School,"119 Tremont Rd, Bass Harbor, ME  04653",4653,1162,108,30,27.78,10,9.26,40,37.04,Hancock,0,44.25371422,-68.35123113,1
Machiasport School Department,,,Fort O'Brien School,"492 Port Rd, Machias, ME  04654",4654,3137,51,37,72.55,4,7.84,41,80.39,Washington,0,44.660627,-67.469196,0.33
Machias School Department,,,Machias Memorial High School,"1 Bulldog Lane, Machias, ME  04654",4654,1095,104,72,69.23,8,7.69,80,76.92,Washington,0,44.660627,-67.469196,0.33
Machias School Department,,,Rose M Gaffney School,"15 Rose Gaffney Rd, Machias, ME  04654",4654,1095,353,213,60.34,35,9.92,248,70.25,Washington,0,44.660627,-67.469196,0.33
Mount Desert School Department,,,Mt Desert Elementary School,"8 Joy Rd, Northeast Harbor, ME  04662",4662,1112,185,22,11.89,6,3.24,28,15.14,Hancock,0,44.293598,-68.29275129,1
Rsu 24,,,Mountain View School,"542 Beroute Gray Rd, Sullivan, ME  04664",4664,3169,264,161,60.98,26,9.85,187,70.83,Hancock,0,44.52036,-68.19668,0.33
Rsu 24,,,Sumner Memorial High School,"2456 US HWY 1, Sullivan, ME  04664",4664,3169,250,105,42,27,10.8,132,52.8,Hancock,0,44.52036,-68.19668,0.33
Charlotte School Department,,,Charlotte Elementary School,"1006 Ayers Junction Rd, Charlotte, ME  04666",4666,1035,40,25,62.5,0,0,25,62.5,Washington,0,44.9936225,-67.2535468,1
Pembroke School Department,,,Pembroke Elementary School,"36 US Rte 1, Pembroke, ME  04666",4666,1127,101,46,45.54,18,17.82,64,63.37,Washington,0,44.930092,-67.156533,0.33
Perry School Department,,,Perry Elementary School,"1532 US 1, Perry, ME  04667",4667,1129,96,55,57.29,5,5.21,60,62.5,Washington,0,45.013348,-67.097043,0.33
Pleasant Point,,,Beatrice Rafferty School,"22 Bayview Dr, Perry, ME  04667",4667,1272,126,109,86.51,4,3.17,113,89.68,Washington,0,44.95793644,-67.0408,1
Rsu 24,,,Peninsula Csd School,"71 Main St, Prospect Harbor, ME  04669",4669,3169,211,110,52.13,16,7.58,126,59.72,Hancock,0,44.405872,-68.026578,1
Southwest Harbor School Department,,,Pemetic Elementary School,"327 Main St, Southwest Harbor, ME  04679",4679,1156,148,35,23.65,6,4.05,41,27.7,Hancock,0,44.28127325,-68.326437,1
Rsu 24,,,Ella Lewis School,"15 Village Rd, Steuben, ME  04680",4680,3169,103,76,73.79,8,7.77,84,81.55,Washington,0,44.51062742,-67.96255508,1
Surry School Department,,,Surry Elementary School,"754 N. Bend Rd, Surry, ME  04684",4684,1159,101,38,37.62,13,12.87,51,50.5,Hancock,0,44.50037168,-68.50462457,1
Wesley School Department,,,Wesley Elementary School,"13 Whining Pines Dr, Wesley, ME  04686",4686,1173,6,5,83.33,0,0,5,83.33,Washington,0,44.9523,-67.66083,0.33
Whiting School Department,,,Whiting Village School,"145 Old US Route 1, Whiting, ME  04691",4691,3138,31,14,45.16,6,19.35,20,64.52,Washington,0,44.79091,-67.17554,0.33
Alexander School Department,,,Alexander Elementary,"1430 Airline Rd, Baileyville, ME 04694",4694,1001,54,28,51.85,7,12.96,35,64.81,Washington,0,45.09214079,-67.47965461,0.8
Rsu 29/Msad 29,,,Houlton Elementary School,"60 South St, Houlton, ME  04730",4730,1223,443,283,63.88,25,5.64,308,69.53,Aroostook,0,46.11173,-67.846707,1
Rsu 29/Msad 29,,,Houlton High School,"7 Bird St, Houlton, ME  04730",4730,1223,348,143,41.09,34,9.77,177,50.86,Aroostook,0,46.12688,-67.826861,1
Rsu 29/Msad 29,,,Houlton Southside School,"65 South St, Houlton, ME  04730",4730,1223,284,141,49.65,29,10.21,170,59.86,Aroostook,0,46.11175806,-67.84670644,0.8
Rsu 70/Msad 70,,,Mill Pond School,"147 Hodgdon Mills Rd, Hodgdon, ME  04730",4730,1262,343,195,56.85,46,13.41,241,70.26,Aroostook,0,46.055673,-67.862396,1
Rsu 70/Msad 70,,,Sad 70 Hodgdon High School,"175 Hodgdon Mills Rd, Hodgdon, ME  04730",4730,1262,174,90,51.72,16,9.2,106,60.92,Aroostook,0,46.0543,-67.865219,1
Connor Consolidated School,,,Connor Consolidated School,"1581 Van Buren Rd, Connor Twp, ME  04736",4736,5602,32,17,53.13,9,28.13,26,81.25,Aroostook,0,46.871355,-68.025442,0.22
Rsu 39,,,Caribou High School,"308 Sweden St, Caribou, ME  04736",4736,3174,471,164,34.82,23,4.88,187,39.7,Aroostook,0,46.8646085,-68.03192083,1
Rsu 39,,,Caribou Middle School,"21 Glenn St, Caribou, ME  04736",4736,3174,278,104,37.41,18,6.47,122,43.88,Aroostook,0,46.86221067,-68.006997,1
Rsu 39,,,Hilltop Elementary School,"19 Marshall Ave, Caribou, ME  04736",4736,3174,306,161,52.61,20,6.54,181,59.15,Aroostook,0,46.8483365,-68.01554333,1
Rsu 39,,,Teague Park School,"59 Glenn St, Caribou, ME  04736",4736,3174,246,112,45.53,27,10.98,139,56.5,Aroostook,0,46.8659987,-68.0069771,1
Easton School Department,,,Easton Elementary School,"173 Center Rd, Easton, ME  04740",4740,1053,112,49,43.75,13,11.61,62,55.36,Aroostook,0,46.6419092,-67.90631787,1
Easton School Department,,,Easton Junior-Senior High Sch,"173 Center Rd, Easton, ME  04740",4740,1053,63,22,34.92,8,12.7,30,47.62,Aroostook,0,46.6419092,-67.90631787,1
Rsu 33/Msad 33,,,Dr Levesque Elementary School,"443 U.S. 1, Frenchville, mE  04745",4745,1227,122,55,45.08,4,3.28,59,48.36,Aroostook,0,47.282101,-68.388783,0.33
Caswell School Department,,,Dawn F Barnes Elementary Sch,"1025 Van Buren Rd, Caswell, ME  04750",4750,1033,32,26,81.25,2,6.25,28,87.5,Aroostook,0,46.97763569,-67.82289208,1
Rsu 42/Msad 42,,,Fort Street School,"38 Fort St, Mars Hill, ME, 04758",4758,1236,237,100,42.19,19,8.02,119,50.21,Aroostook,0,46.5232892,-67.866353,0.8
Opportunity Training Center,,,Opportunity Training Center,"25 Lombard St, Presque Isle, ME  04769",4769,1386,25,15,60,4,16,19,76,Aroostook,0,46.715072,-68.012557,0.33
Rsu 79/Msad 01,,,Eva Hoyt Zippel School,"42 Griffin St, Presque Isle, ME  04769",4769,1196,295,145,49.15,26,8.81,171,57.97,Aroostook,0,46.685459,-68.00626633,1
Rsu 79/Msad 01,,,Pine Street Elementary School,"50 Pine St, Presque Isle, ME  04769",4769,1196,370,202,54.59,13,3.51,215,58.11,Aroostook,0,46.67288025,-68.0090455,1
Rsu 33/Msad 33,,,Wisdom Middle High School,"368 Main St, St. Agatha, ME  04772",4772,1227,145,47,32.41,17,11.72,64,44.14,Aroostook,0,47.24316056,-68.31384611,1
Msad 27,,,St Francis Elementary School,"857 Main St, St Francis, ME, 04774",4774,1221,29,20,68.97,1,3.45,21,72.41,Aroostook,0,47.16973534,-68.89438703,1
Rsu 50,,,Katahdin Elementary School,"805 Station Rd, Stacyville, ME  04777",4777,3199,204,118,57.84,26,12.75,144,70.59,Penobscot,0,45.88680633,-68.41779167,1
Rsu 50,,,Katahdin Middle/High School,"800 Station Rd, Stacyville, ME  04777",4777,3199,188,79,42.02,32,17.02,111,59.04,Penobscot,0,45.8096124,-68.3818632,1
Rsu 13,,,Oceanside High School East,"400 Broadway, Rockland, ME  04841",4841,3161,467,217,46.47,31,6.64,248,53.1,Knox,0,44.115938,-69.111935,1
Rsu 13,,,Oceanside High School West,"47 Valley St, Thomaston, ME  04841",4841,3161,292,137,46.92,23,7.88,160,54.79,Knox,0,44.10369,-69.10893,0.22
Rsu 13,,,Rockland District Middle School,"30 Broadway, Rockland, ME  04841",4841,3161,195,105,53.85,6,3.08,111,56.92,Knox,0,44.096045,-69.11588524,1
Rsu 13,,,South School,"100 Holmes St, Rockland, ME  04841",4841,3161,287,191,66.55,12,4.18,203,70.73,Knox,0,44.09683931,-69.11646738,1
Rsu 28/Msad 28,,,Camden-Rockport Middle School,"34 Knowlton St, Camden, ME  04843",4843,1222,371,73,19.68,18,4.85,91,24.53,Knox,0,44.21115912,-69.07053212,1
Hope School Department,,,Hope Elementary School,"34 Highfield Rd, Hope, ME  04847",4847,1077,191,53,27.75,13,6.81,66,34.55,Knox,0,44.223394,-69.22376125,1
Rsu 20,,,Edna Drinkwater School,"56 Bayside Rd, Northport, ME  04849",4849,3166,90,62,68.89,3,3.33,65,72.22,Waldo,0,44.38189025,-68.97704575,1
Rsu 13,,,Owls Head Central School,"54 Ash Point Dr, Owls Head, ME  04854",4854,3161,80,31,38.75,5,6.25,36,45,Knox,0,44.07481652,-69.10071566,1
Five Town Csd,,,Camden Hills Regional H S,"25 Keelson Dr, Rockport, ME  04856",4856,1294,690,157,22.75,34,4.93,191,27.68,Knox,0,44.18452,-69.07615,0.33
Rsu 28/Msad 28,,,Rockport Elementary School,"40 West St, Rockport, ME  04856",4856,1222,379,103,27.18,15,3.96,118,31.13,Knox,0,44.18465747,-69.07921259,0.8
Rsu 13,,,St George School,"65 Main St, Tenants Harbor, ME  04860",4860,3161,171,79,46.2,21,12.28,100,58.48,Knox,0,43.96618353,-69.21031725,1
Rsu 13,,,Lura Libby School,"13 Valley St, Thomaston, ME  04861",4861,3161,163,86,52.76,10,6.13,96,58.9,Knox,0,44.07985763,-69.1888982,1
Rsu 40/Msad 40,,,Union Elementary,"1070 Heald Hwy, Union, ME  04862",4862,1234,112,52,46.43,5,4.46,57,50.89,Knox,0,44.21197867,-69.25289706,0.8
Rsu 40/Msad 40,,,Warren Community School,"117 Eastern Rd, Warren, ME  04864",4864,1234,338,156,46.15,36,10.65,192,56.8,Knox,0,44.12752881,-69.23975976,1
Mount Merici School,,,Mount Merici School,"152 Western Ave, Waterville, ME  04901",4901,1415,201,10,4.98,0,0,10,4.98,Kennebec,0,44.55494284,-69.6563902,1
Rsu 49/Msad 49,,,Benton Elementary School,"68 School Dr, Benton, ME  04901",4901,1243,614,324,52.77,58,9.45,382,62.21,Kennebec,0,44.554321,-69.617809,0.22
Waterville Public Schools,,,Albert S Hall School,"27 Pleasant St, Waterville, ME  04901",4901,1170,232,149,64.22,26,11.21,175,75.43,Kennebec,0,44.5505705,-69.6359335,1
Waterville Public Schools,,,George J Mitchell School,"58 Drummond Ave, Waterville, ME  04901",4901,1170,757,567,74.9,29,3.83,596,78.73,Kennebec,0,44.569692,-69.627805,1
Winslow Schools,,,Winslow Elementary School,"285 Benton Ave, Winslow, ME  04901",4901,1183,487,241,49.49,48,9.86,289,59.34,Kennebec,0,44.561987,-69.613805,1
Winslow Schools,,,Winslow High School,"20 Danielson St, Winslow, ME  04901",4901,1183,475,171,36,35,7.37,206,43.37,Kennebec,0,44.550248,-69.619731,1
Winslow Schools,,,Winslow Junior High School,"6 Danielson St, Winslow, ME  04901",4901,1183,317,130,41.01,23,7.26,153,48.26,Kennebec,0,44.55111575,-69.62224575,1
Rsu 49/Msad 49,,,Albion Elementary School,"20 School St, Albion, ME  04910",4910,1243,125,61,48.8,18,14.4,79,63.2,Kennebec,0,44.53229,-69.44254,0.33
Rsu 74/Msad 74,,,Garret Schenck School,"19 Ken Taylor St, Anson, ME  04911",4911,1265,80,47,58.75,4,5,51,63.75,Somerset,0,44.79608342,-69.89245448,0.8
Athens Public Schools,,,Athens Elementary School,"8 Fox Hill Rd, Athens, ME  04912",4912,3231,120,59,49.17,15,12.5,74,61.67,Somerset,0,44.9227,-69.67668,0.33
Rsu 20,,,Captain Albert W. Stevens School,"31 Elementary Ave, Belfast, ME  04915",4915,3166,331,156,47.13,19,5.74,175,52.87,Waldo,0,44.404619,-69.040297,0.33
Rsu 20,,,Kermit S Nickerson School,"Townhouse Rd, Swanvile, ME  04915",4915,3166,74,51,68.92,7,9.46,58,78.38,Waldo,0,,,0
Rsu 20,,,Troy A Howard Middle School,"173 Lincolnville Ave, Belfast, ME  04915",4915,3166,364,187,51.37,19,5.22,206,56.59,Waldo,0,44.41090755,-69.02565936,1
Sweetser Children'S Services,,,Sis Belfast,"9 School St, Belfast, ME  04915",4915,1396,8,8,100,0,0,8,100,Waldo,0,44.404619,-69.040297,0.33
Sweetser Children'S Services,,,The School At Sweetser--Belfast,"9 School St, Belfast, ME  04915",4915,1396,29,18,62.07,0,0,18,62.07,Waldo,0,44.404619,-69.040297,0.33
Becket Family Of Services,,,Central Maine Learning Center,"744 Oakland Rd, Belgrade, ME  04917",4917,5027,50,50,100,0,0,50,100,Kennebec,0,44.480594,-69.83253,0.33
Rsu 83/Msad 13,,,Moscow Elementary,"125 Canada Rd, Moscow, ME  04920",4920,1207,72,43,59.72,10,13.89,53,73.61,Somerset,0,45.07115012,-69.89322118,1
Rsu 83/Msad 13,,,Quimby Middle School,"263 Main St, Bingham, ME  04920",4920,1207,51,23,45.1,9,17.65,32,62.75,Somerset,0,45.05466857,-69.88314314,1
Rsu 83/Msad 13,,,Upper Kennebec Valley Senior Hs,"110 Meadow St, Bingham,  ME  04920",4920,1207,68,29,42.65,12,17.65,41,60.29,Somerset,0,45.05746081,-69.8866271,1
Rsu 03/Msad 03,,,Morse Memorial School,"27 School St, Brooks, ME  04921",4921,1197,101,65,64.36,5,4.95,70,69.31,Waldo,0,44.579387,-69.175448,0.33
Rsu 54 / Msad 54,,,Canaan Elementary School,"178 Main St, Canaan, ME  04924",4924,1248,238,151,63.45,18,7.56,169,71.01,Somerset,0,44.76262731,-69.57140293,1
Rsu 19,,,Corinna Elementary School,"42 Stetson Rd, Corinna, ME  04928",4928,3165,146,80,54.79,11,7.53,91,62.33,Penobscot,0,44.91859264,-69.25616105,1
Msad 46,,,Dexter Regional High School,"12 Abbott Hill Rd, Dexter, ME  04930",4930,1240,494,272,55.06,40,8.1,312,63.16,Penobscot,0,45.0164,-69.2946,0.33
Msad 46,,,Ridge View Community School,"175 Fern Rd, Dexter, ME  04930",4930,1240,675,447,66.22,43,6.37,490,72.59,Penobscot,0,45.01043965,-69.27012716,1
Rsu 49/Msad 49,,,Lawrence High School,"9 School St, Fairfield, ME  04937",4937,1243,680,277,40.74,73,10.74,350,51.47,Somerset,0,44.646261,-69.680158,0.33
Rsu 49/Msad 49,,,Lawrence Jr High School,"7 School St, Fairfield, ME  04937",4937,1243,353,174,49.29,40,11.33,214,60.62,Somerset,0,44.646261,-69.680158,0.33
Rsu 09/ Msad 09,,,Cascade Brook School,"162 Learning Ln, Farmington, ME  04938",4938,1203,280,134,47.86,10,3.57,144,51.43,Franklin,0,44.650311,-70.129267,0.33
Rsu 09/ Msad 09,,,Mt Blue High School,"129 Seamon Rd, Farmington, ME  04938",4938,1203,715,282,39.44,60,8.39,342,47.83,Franklin,0,44.63967198,-70.13097703,0.8
Rsu 09/ Msad 09,,,Mt Blue Middle School,"269 Middle St, Farmington, ME  04938",4938,1203,316,135,42.72,26,8.23,161,50.95,Franklin,0,44.67499875,-70.1340785,1
Rsu 09/ Msad 09,,,W G Mallett School,"116 Middle St, Farmington, ME  04938",4938,1203,464,242,52.16,28,6.03,270,58.19,Franklin,0,44.67039071,-70.14540994,1
Harmony School Dept,,,Harmony Elementary,"18 Main St, Harmony, ME  04942",4942,1073,81,44,54.32,7,8.64,51,62.96,Somerset,0,44.976194,-69.547697,1
Rsu 19,,,Somerset Valley Middle School,"45 Blake St, Hartland, ME  04943",4943,3165,193,113,58.55,11,5.7,124,64.25,Somerset,0,44.88640213,-69.44554142,1
Good Will-Hinckley,,,Glen Stratton Learning Center,"16 Prescott Dr, Hinckley, ME  04944",4944,1340,11,8,72.73,2,18.18,10,90.91,Somerset,0,44.684737,-69.6425,0.33
Maine Academy Of Natural Sciences,,,Maine Academy Of Natural Science,"16 Prescott Dr, Hinckley, ME  04944",4944,2638,66,22,33.33,8,12.12,30,45.45,Somerset,0,44.684737,-69.6425,0.33
